word,count
switch,55431
capacitor,33302
transform,12818
wind,14306
secondari,7289
primari,7284
rectifi,7279
power,53707
diod,21313
convert,40999
inductor,25454
seri,38725
connect,56642
voltag,43074
current,40967
circuit,64088
termin,42005
parallel,51537
suppli,48207
load,34120
turn,50571
control,64471
output,57030
second,71521
accord,71108
element,60987
bridg,17578
coil,21240
resistor,27277
input,48234
induct,24413
said,63400
altern,43397
reson,21082
direct,52493
light,27687
flow,33214
unit,61462
energi,26682
coupl,56690
cathod,20540
drive,42184
regul,27610
lamp,23066
invert,28528
discharg,38013
anod,20643
boost,34261
phase,34209
high,65726
convers,36775
auxiliari,26404
ground,31297
negat,43814
sourc,47487
half,48505
puls,32836
includ,70532
charg,41276
provid,69638
main,49214
smooth,15714
capacit,40939
electr,42580
frequenc,48422
point,55826
emit,25054
isol,38252
respect,65536
close,38266
modul,45984
oper,59095
buck,15954
generat,66857
magnet,21234
arrang,48090
apparatus,55055
duti,20570
cycl,21105
open,33157
rectif,6915
configur,70329
wave,30512
protect,32893
feedback,34468
mosfet,13884
end,43849
filter,14171
mode,54872
posit,64133
width,48269
plural,67714
zener,13386
form,50999
devic,69905
core,26525
zero,32343
synchron,31831
revers,46593
flyback,6825
factor,20134
bypass,35432
conduct,32456
limit,33211
path,52424
state,55787
forward,45410
clamp,27327
constant,36131
common,45970
singl,51458
transfer,57737
imped,33695
balanc,32473
driver,51892
branch,28928
ballast,10498
short,41985
detect,46530
wound,18643
mean,54051
reactor,13130
polar,46672
shunt,29217
bidirect,32095
network,32671
pole,29249
dim,19035
led,22178
relay,24319
lower,51132
grid,34083
induc,25212
semiconductor,34947
neutral,22247
disconnect,42529
time,47059
storag,34490
string,25037
fourth,51463
thyristor,22227
higher,45473
ratio,44938
junction,29802
block,50559
igbt,19018
node,32166
fluoresc,12389
start,40657
bipolar,22006
rippl,20367
signal,68257
pair,45507
feed,25586
character,41976
peak,19758
waveform,34897
tank,20150
pass,45598
prevent,47614
divid,40429
link,41350
section,56923
choke,13377
thereof,59933
period,28096
opposit,43695
snubber,6515
receiv,58573
driven,47460
tube,20248
emitt,25354
collector,19176
ignit,25981
commut,17193
equal,58488
leakag,32101
predetermin,46845
center,24425
stator,18746
drop,24960
photovolta,20730
stabil,43316
variabl,44974
allow,58659
serial,42409
normal,50511
parasit,28617
backlight,16992
intermedi,42127
cell,30678
constitut,45768
dimmer,16363
number,52637
multi,43182
flux,23659
oscil,32546
manner,52792
order,56183
tap,21485
turbin,17603
surg,20675
step,58768
suppress,35099
leg,13664
trigger,40130
unidirect,29110
adapt,55968
illumin,28073
rotor,17948
chopper,23603
reactiv,30223
correct,42340
compos,42501
insul,25853
reduc,49064
harmon,23397
overvoltag,21679
use,60373
topolog,27855
excit,30687
motor,19810
electromagnet,33010
freewheel,24501
potenti,40430
solar,16243
effect,44233
soft,25331
triac,16275
compon,39838
switchabl,41383
cancel,63266
deliv,35246
stage,39765
substanti,55160
stop,39202
field,33036
anti,32636
cross,49797
breaker,24466
solid,37643
dead,20696
energ,29519
transient,28295
group,55001
decoupl,43414
addit,56063
correspond,60246
passiv,27836
smaller,47652
produc,43347
galvan,23603
activ,63403
make,56781
mutual,42516
upper,37402
squar,23254
sinusoid,22535
volt,37570
maintain,50439
push,34497
booster,34460
loop,31785
share,45079
greater,60755
larger,47981
fix,54603
match,37677
doubl,45565
self,49683
schottki,14736
tertiari,6071
reactanc,16739
midpoint,24794
fault,28646
case,46776
line,34648
spark,18182
serv,48434
multipl,53536
hold,54896
contactor,20002
magnitud,37104
forth,57648
uninterrupt,11972
overcurr,21842
effici,31451
equival,36813
work,38840
simultan,51248
commerci,14059
arm,18692
distribut,47914
multiphas,24989
triangular,25071
caus,62456
discontinu,24356
recoveri,33005
rail,36820
inrush,17716
cold,21532
breakdown,21017
approxim,40931
loss,32598
damp,23758
interrupt,34693
smps,10302
individu,51568
intermitt,21161
startup,30589
absorb,22992
doubler,18402
consist,50828
proport,25689
silicon,30541
improv,38117
standbi,30188
dissip,26619
filament,12989
coupler,25143
star,13412
sine,21036
fundament,26520
photocoupl,14877
select,67402
preset,35801
multilevel,17833
condens,26284
separ,49416
pulsat,13903
middl,43470
perman,18757
reach,34759
break,29997
circul,23446
capabl,60683
varistor,9618
interleav,25452
independ,59297
develop,33298
autotransform,5797
increas,32391
interpos,38098
fli,22933
bulb,13394
antiparallel,16408
invers,36824
valley,14110
bootstrap,20769
optocoupl,16522
vari,46273
maximum,25384
lead,22748
shut,28021
basi,47000
bank,32026
quasi,13193
bobbin,9608
earth,20460
obtain,42567
armatur,19090
contactless,15082
demagnet,10112
requir,40185
thereto,57308
plasma,24670
triod,14132
achiev,35777
carbid,13889
electrolyt,28135
depend,52247
photo,33569
luminair,16997
symmetr,26466
return,38943
opto,15862
remain,48075
larg,43800
free,44301
changeov,26944
equip,27131
continu,52234
tune,18572
util,43750
dual,44657
total,44513
bright,20829
twice,42789
suppressor,11927
pump,42885
abnorm,29322
steadi,15873
throw,23007
wide,29245
characteris,25384
ferrit,11245
downstream,31079
polyphas,16063
barrier,32121
backflow,13287
